film_id,film_name,theme,theme_id,weight
1203324,The Assault,Haunted By the Past,D  1404,7
1203324,The Assault,Life Under Occupation,D  1464,5
1203324,The Assault,Crimes Against Humanity,D  1463,4
10157121,Asylum,Doctors and Patients,D  1500,5
10157121,Asylum,Ghosts,D  1664,5
1201558,Everything Happens at Night,Love Triangles,D  1492,5
1201558,Everything Happens at Night,Members of the Press,D  1643,5
43625,Atlantic City,Age Disparity Romance,D  1553,5
43625,Atlantic City,All Washed Up,D  1555,5
43625,Atlantic City,Big Break,D  3248,5
43625,Atlantic City,Fired or Laid-Off,D  3241,5
43625,Atlantic City,Golden Years,D  2233,5
43625,Atlantic City,Drug Trade,D  1476,4
43625,Atlantic City,Gambling,D  1498,4
1203336,The Atomic City,Kidnapping,D  1665,5
1203336,The Atomic City,Race Against Time,D  1432,5
1203336,The Atomic City,Terrorism,D  1434,5
7414542,Atonement,Star-Crossed Lovers,D  1551,9
7414542,Atonement,Betrayal,D  3425,8
7414542,Atonement,Innocence Lost,D  1377,8
7414542,Atonement,Miscarriage of Justice,D  1557,8
7414542,Atonement,Life on the Homefront,D  1461,6
7414542,Atonement,Sibling Relationships,D  1624,5
7414542,Atonement,Servants and Employers,D  1413,3
21891537,Lone Survivor,Behind Enemy Lines,D  1791,8
21891537,Lone Survivor,Unlikely Heroes,D  1633,6
21891537,Lone Survivor,Military Life,D  1543,3
7501016,August Rush,Orphans,D  1378,8
7501016,August Rush,Mysterious Strangers,D  3232,6
7501016,August Rush,Brief Encounters,D  1584,5
1199977,Auntie Mame,Eccentric Families,D  1418,5
20613219,Runaway Slave,Race Relations,D  1579,5
2252258,Austin Powers: The spy who shagged me,Culture Clash,D  1411,5
2252258,Austin Powers: The spy who shagged me,Time Travel,D  1455,5
2252258,Austin Powers: The spy who shagged me,Heroic Mission,D  1630,4
8168830,Australia,Class Differences,D  1412,5
8168830,Australia,Haunted By the Past,D  1404,5
8168830,Australia,Life on the Homefront,D  1461,5
8168830,Australia,Ranchers,D  1563,5
19577917,Thor: The Dark World,End of the World,D  1619,5
19577917,Thor: The Dark World,Fantasy Lands,D  1798,5
19577917,Thor: The Dark World,Fathers and Sons,D  1617,5
19577917,Thor: The Dark World,Mythical Creatures,D  1793,5
1203349,Autumn Sonata,Mothers and Daughters,D  1615,8
1203349,Autumn Sonata,Haunted By the Past,D  1404,3
432459,Avalon,Immigrant Life,D  1402,8
432459,Avalon,Generation Gap,D  1381,6
432459,Avalon,Fathers and Sons,D  1617,5
432459,Avalon,Sibling Relationships,D  1624,5
8904814,Avatar,Chosen One,D  3150,5
8904814,Avatar,Crisis of Conscience,D  1651,5
8904814,Avatar,Heroic Mission,D  1630,5
8904814,Avatar,Space Wars,D  1537,5
8904814,Avatar,Switching Sides,D  3229,5
4447530,The Aviator,Mental Illness,D  2143,5
4447530,The Aviator,Rise and Fall Stories,D  1635,5
4447530,The Aviator,Scandals and Cover-Ups,D  3401,5
4447530,The Aviator,Tortured Genius,D  1671,5
19763558,Underworld: Awakening,Feuds,D  3233,5
19763558,Underworld: Awakening,Time Sleepers,D  1536,5
19763558,Underworld: Awakening,Vampires,D   643,5
19763558,Underworld: Awakening,Werewolves,D  2275,5
19545,Awakenings,Doctors and Patients,D  1500,5
19545,Awakenings,Finding the Cure,D  1507,5
19545,Awakenings,Therapy,D  3242,5
6751760,Away from Her,Mental Illness,D  2143,9
6751760,Away from Her,Battling Illness,D  1389,7
6751760,Away from Her,Golden Years,D  2233,6
6751760,Away from Her,Haunted By the Past,D  1404,5
322904,The Awful Truth,Foibles of Marriage,D  1707,7
322904,The Awful Truth,Breakups and Divorces,D  2142,5
2972059,Ayn Rand: A Sense of Life,Writer's Life,D  1581,5
1144,Coal Miner's Daughter,Musician's Life,D  1653,8
1144,Coal Miner's Daughter,Rags To Riches,D  1423,8
1144,Coal Miner's Daughter,Crumbling Marriages,D  1506,6
1144,Coal Miner's Daughter,Big Break,D  3248,5
9552272,The Baader Meinhof Complex,Political Unrest,D  1610,5
9552272,The Baader Meinhof Complex,Terrorism,D  1434,5
18139,Babe,Talking Animals,D  1494,9
18139,Babe,Underdogs,D  1426,8
18139,Babe,Farm Life,D  3205,5
18139,Babe,Talented Animals,D  3245,5
1241569,Babe: Pig in the City,Talking Animals,D  1494,7
1241569,Babe: Pig in the City,Down on Their Luck,D  1383,5
1241569,Babe: Pig in the City,Fish Out of Water,D  1422,5
1241569,Babe: Pig in the City,Heroic Mission,D  1630,5
1241569,Babe: Pig in the City,Stop the Wrecking Ball,D  3084,5
6150389,Babel,Intersecting Lives,D  3191,8
6150389,Babel,Nightmare Vacations,D  1627,6
6150389,Babel,Servants and Employers,D  1413,6
6150389,Babel,Class Differences,D  1412,5
6150389,Babel,Fathers and Daughters,D  1616,4
6150389,Babel,Teen Angst,D  3136,4
53520,Babes in Arms,Boarding School Life,D  1523,5
53520,Babes in Arms,Life in the Arts,D  1467,5
1199895,Babes in Toyland,Toys Come to Life,D  1792,9
1199895,Babes in Toyland,Star-Crossed Lovers,D  1551,7
1199895,Babes in Toyland,Fantasy Lands,D  1798,6
1199895,Babes in Toyland,Daring Rescues,D  1376,5
448141,Babes on Broadway,Actor's Life,D  1556,5
448141,Babes on Broadway,Ladder to the Top,D  1399,5
1203356,Babette's Feast,Eccentric Families,D  1418,7
1203356,Babette's Feast,Cooks and Chefs,D  5127,5
1203356,Babette's Feast,Sibling Relationships,D  1624,4
1203359,Baby Doll,Southern Gothic,D  1672,6
1203359,Baby Doll,Age Disparity Romance,D  1553,5
1203359,Baby Doll,Self-Destructive Romance,D  1487,5
1199989,The Baby Maker,Crumbling Marriages,D  1506,5
346540,The Bachelor and the Bobby-Soxer,Fish Out of Water,D  1422,5
346540,The Bachelor and the Bobby-Soxer,Opposites Attract,D  1490,5
346540,The Bachelor and the Bobby-Soxer,Age Disparity Romance,D  1553,3
79995,Bachelor in Paradise,Playing the Field,D  1703,5
28445,Bachelor Mother,Single Parents,D  1592,5
1221742,The Bachelor Party,Party Film,D  1429,5
1221742,The Bachelor Party,Wedding Bells,D  1417,3
231025,Back Street,Infidelity,D  1486,7
231025,Back Street,Star-Crossed Lovers,D  1551,7
231025,Back Street,Double Life,D  1446,6
231025,Back Street,Crumbling Marriages,D  1506,4
231025,Back Street,Infidelity,D  1486,7
231025,Back Street,Star-Crossed Lovers,D  1551,7
231025,Back Street,Double Life,D  1446,6
231025,Back Street,Crumbling Marriages,D  1506,4
1199995,Back to the Future,Time Travel,D  1455,8
1199995,Back to the Future,Race Against Time,D  1432,6
1199995,Back to the Future,Finding a Way Back Home,D  1680,5
1199995,Back to the Future,Fish Out of Water,D  1422,5
1199995,Back to the Future,Inventors,D  5129,5
1220244,Back to the Future Part II,Time Travel,D  1455,7
1220244,Back to the Future Part II,Finding a Way Back Home,D  1680,5
1220244,Back to the Future Part II,Fish Out of Water,D  1422,5
1220244,Back to the Future Part II,Inventors,D  5129,5
1220244,Back to the Future Part II,Race Against Time,D  1432,5
11908,BackDraft,Race Against Time,D  1432,6
11908,BackDraft,Sibling Relationships,D  1624,5
1203369,Background,Crumbling Marriages,D  1506,5
1203369,Background,Custody Battles,D  1379,5
261058,The Bad and the Beautiful,Filmmaking,D  1641,9
261058,The Bad and the Beautiful,Work Ethics,D  1640,9
323144,Bad Day at Black Rock,Small-Town Life,D  1652,7
323144,Bad Day at Black Rock,Vigilantes,D  1528,6
323144,Bad Day at Black Rock,Missing Persons,D  1586,5
323144,Bad Day at Black Rock,Mysterious Strangers,D  3232,5
18727548,Peck's Bad Girl,Fathers and Daughters,D  1616,5
1200598,The Bad Seed,Evil Children,D  1527,5
1200598,The Bad Seed,Mothers and Daughters,D  1615,5
95467,Balalaika,Star-Crossed Lovers,D  1551,8
95467,Balalaika,Totalitarian States,D  1453,5
16384,A Delicate Balance,Crumbling Marriages,D  1506,5
1203575,The Balcony,Fantasy Life,D  1668,9
1203575,The Balcony,Prostitutes,D  1594,8
1203575,The Balcony,Political Unrest,D  1610,7
1203575,The Balcony,Political Corruption,D  1596,5
233484,Ball of Fire,Culture Clash,D  1411,8
233484,Ball of Fire,Fish Out of Water,D  1422,7
233484,Ball of Fire,Opposites Attract,D  1490,7
233484,Ball of Fire,Eccentric Families,D  1418,6
1203576,Ballad of a Soldier,Brief Encounters,D  1584,6
1203576,Ballad of a Soldier,Women During Wartime,D  1562,5
19745304,Bullet to the Head,Hired Killers,D  1682,5
19745304,Bullet to the Head,Out For Revenge,D  1719,5
19745304,Bullet to the Head,Unlikely Friendships,D  1770,5
233484,Ball of Fire,Culture Clash,D  1411,8
233484,Ball of Fire,Fish Out of Water,D  1422,7
233484,Ball of Fire,Opposites Attract,D  1490,7
233484,Ball of Fire,Eccentric Families,D  1418,6
18748202,Balseros,Immigrant Life,D  1402,5
1211889,Please Mr. Balzac,Assumed Identities,D  1405,7
1211889,Please Mr. Balzac,Fish Out of Water,D  1422,5
1211889,Please Mr. Balzac,Eccentric Families,D  1418,2
1226350,Bambi,Death of a Parent,D  1738,5
24982,The Band Wagon,Actor's Life,D  1556,5
54929,Bang the Drum Slowly,Baseball Players,D  1517,5
54929,Bang the Drum Slowly,Battling Illness,D  1389,5
30683,Banjo on My Knee,Nightmare Vacations,D  1627,5
30683,Banjo on My Knee,Wedding Bells,D  1417,5
4028244,The Barbarian Invasions,Battling Illness,D  1389,5
4028244,The Barbarian Invasions,Fathers and Sons,D  1617,5
56033,Barbary Coast,Gambling,D  1498,5
56033,Barbary Coast,Lovers on the Lam,D  1472,5
56033,Barbary Coast,Star-Crossed Lovers,D  1551,5
56033,Barbary Coast,Woman In Jeopardy,D  1443,5
24951,The Barefoot Contessa,Cinderella Stories,D  1521,5
24951,The Barefoot Contessa,Filmmaking,D  1641,5
24951,The Barefoot Contessa,Ladder to the Top,D  1399,5
16690,Barefoot in the Park,Foibles of Marriage,D  1707,5
16690,Barefoot in the Park,Opposites Attract,D  1490,5
3623218,Clive Barker Presents Saint Sinner,Femmes Fatales,D  1548,5
3623218,Clive Barker Presents Saint Sinner,Murder Investigations,D  1768,5
3623218,Clive Barker Presents Saint Sinner,Time Travel,D  1455,5
81597,The Barkleys of Broadway,Opposites Attract,D  1490,6
81597,The Barkleys of Broadway,Breakups and Divorces,D  2142,5
81597,The Barkleys of Broadway,Dancer's Life,D  1400,3
17296636,Barney's Version,Death of a Partner,D  1678,5
17296636,Barney's Version,Murder Investigations,D  1768,5
17296636,Barney's Version,Wedding Bells,D  1417,5
306016,The Barretts of Wimpole Street,Writer's Life,D  1581,6
306016,The Barretts of Wimpole Street,Fathers and Daughters,D  1616,5
306016,The Barretts of Wimpole Street,Living With Disability,D  1513,5
32136,Barry Lyndon,Social Climbing,D  1606,9
32136,Barry Lyndon,Fathers and Sons,D  1617,5
32136,Barry Lyndon,Rags To Riches,D  1423,5
30051,Barton Fink,Creative Block,D  1639,8
30051,Barton Fink,Writer's Life,D  1581,5
4890999,Batman Begins,Double Life,D  1446,7
4890999,Batman Begins,Haunted By the Past,D  1404,6
4890999,Batman Begins,Dropping Out,D  3251,5
4890999,Batman Begins,Heroic Mission,D  1630,5
4890999,Batman Begins,Ninjas,D  1693,2
4890999,Batman Begins,Double Life,D  1446,7
4890999,Batman Begins,Haunted By the Past,D  1404,6
4890999,Batman Begins,Dropping Out,D  3251,5
4890999,Batman Begins,Heroic Mission,D  1630,5
4890999,Batman Begins,Ninjas,D  1693,2
8042,Batman Forever,Double Life,D  1446,6
8042,Batman Forever,Righting the Wronged,D  1631,6
8042,Batman Forever,Criminal's Revenge,D  1577,5
8042,Batman Forever,Disfigured Criminals,D  1570,5
8042,Batman Forever,Heroic Mission,D  1630,5
415397,Batman Returns,Righting the Wronged,D  1631,9
415397,Batman Returns,Criminal's Revenge,D  1577,7
415397,Batman Returns,Double Life,D  1446,7
415397,Batman Returns,Femmes Fatales,D  1548,7
415397,Batman Returns,Haunted By the Past,D  1404,7
415397,Batman Returns,Disfigured Criminals,D  1570,6
1201959,Battle Cry,Military Life,D  1543,5
1203605,The Battle of Algiers,Colonialism,D  1612,7
1203605,The Battle of Algiers,Political Unrest,D  1610,7
1203605,The Battle of Algiers,Fighting the System,D  1503,5
18735201,Battle of Gettysburg,Great Battles,D  1561,5
1200639,The Battle of Neretva,Great Battles,D  1561,5
1200250,The Battle of Russia,Great Battles,D  1561,5
27503,Citizen Kane,Rise To Power,D  1597,6
27503,Citizen Kane,Haunted By the Past,D  1404,5
27503,Citizen Kane,Scandals and Cover-Ups,D  3401,5
263667,Battleground,Great Battles,D  1561,7
263667,Battleground,Military Life,D  1543,6
1200648,Beach Red,Military Life,D  1543,5
1201974,Beaches,Death of a Friend,D  2252,5
1201974,Beaches,Dying Young,D  1387,5
1201974,Beaches,Faltering Friendships,D  1593,5
1201974,Beaches,Love Triangles,D  1492,5
1201974,Beaches,Women's Friendship,D  1623,5
21559405,Vic et Flo ont vu un ours,Feuds,D  3233,5
21559405,Vic et Flo ont vu un ours,Haunted By the Past,D  1404,5
21771131,August: Osage County,Dysfunctional Families,D  3396,5
21771131,August: Osage County,Mothers and Daughters,D  1615,5
21771131,August: Osage County,Parenthood,D  1415,5
20131626,Beasts of the Southern Wild,Unlikely Heroes,D  1633,5
171617,Beau Geste,Foreign Legion,D  1608,5
171617,Beau Geste,Heroic Mission,D  1630,5
171617,Beau Geste,Sibling Relationships,D  1624,5
7540054,Beaufort,Military Life,D  1543,5
3528116,A Beautiful Mind,Tortured Genius,D  1671,9
3528116,A Beautiful Mind,Redemption,D  1587,6
3528116,A Beautiful Mind,Mental Illness,D  2143,5
3528116,A Beautiful Mind,Rise and Fall Stories,D  1635,5
3528116,A Beautiful Mind,Double Life,D  1446,4
3528116,A Beautiful Mind,Doctors and Patients,D  1500,3
1231128,Beauty and the Beast,Curses and Spells,D  3246,5
1231128,Beauty and the Beast,Fathers and Daughters,D  1616,5
1231128,Beauty and the Beast,Opposites Attract,D  1490,5
1231128,Beauty and the Beast,Servants and Employers,D  1413,5
86367,Because You're Mine,Love Triangles,D  1492,8
86367,Because You're Mine,Military Life,D  1543,8
86367,Because You're Mine,Class Differences,D  1412,2
86367,Because You're Mine,Culture Clash,D  1411,2
86367,Because You're Mine,Interracial/Cross-Cultural Romance,D  1493,2
1203648,Becket,Faltering Friendships,D  1593,7
1203648,Becket,Crisis of Conscience,D  1651,6
1203648,Becket,Crowned Heads,D  1642,6
1203648,Becket,Members of the Clergy,D  2145,5
1203648,Becket,Message From God,D  1397,5
1203648,Becket,Rise and Fall Stories,D  1635,5
7280186,Bee Movie,Fighting the System,D  1503,9
7280186,Bee Movie,Fish Out of Water,D  1422,8
7280186,Bee Movie,Culture Clash,D  1411,7
406806,Beethoven's 2nd,Man's Best Friend,D  1495,5
57517,Beetlejuice,Eccentric Families,D  1418,5
57517,Beetlejuice,Immortality,D  3234,5
57517,Beetlejuice,Nothing Goes Right,D  1410,5
57517,Beetlejuice,Metamorphosis,D  3258,3
3085324,Before Night Falls,Writer's Life,D  1581,8
3085324,Before Night Falls,Political Unrest,D  1610,5
3085324,Before Night Falls,Social Injustice,D  1508,5
3085324,Before Night Falls,Living With AIDS,D  1388,2
4220183,Before Sunset,Lovers Reunited,D  1620,8
4220183,Before Sunset,Brief Encounters,D  1584,7
4220183,Before Sunset,Thirtysomething Life,D  2237,6
4220183,Before Sunset,Writer's Life,D  1581,3
20333593,Beware of Mr. Baker,Rise and Fall Stories,D  1635,8
20333593,Beware of Mr. Baker,Musician's Life,D  1653,7
20333593,Beware of Mr. Baker,Drug Addiction,D  1374,6
20333593,Beware of Mr. Baker,Horses,D  3421,4
1320441,Before the Rain,Haunted By the Past,D  1404,7
1320441,Before the Rain,Home From the War,D  1462,5
1320441,Before the Rain,Political Unrest,D  1610,5
1320441,Before the Rain,Infidelity,D  1486,3
17664937,Beginners,Estrangement,D  3397,5
17664937,Beginners,Fathers and Sons,D  1617,5
17664937,Beginners,Golden Years,D  2233,5
17664937,Beginners,Questioning Sexuality,D  2257,5
1200295,Behind the News,Members of the Press,D  1643,6
2512627,Being John Malkovich,Trading Bodies,D  1457,9
2512627,Being John Malkovich,Love Triangles,D  1492,6
2512627,Being John Malkovich,Gender-Bending,D  1407,5
2512627,Being John Malkovich,Success is the Best Revenge,D  1511,4
2512627,Being John Malkovich,Reincarnation,D  1605,3
4325399,Being Julia,Age Disparity Romance,D  1553,5
4325399,Being Julia,Infidelity,D  1486,5
4325399,Being Julia,Out For Revenge,D  1719,5
22097,Being there,Saintly Fools,D  1430,7
22097,Being there,Rise To Power,D  1597,5
9034,"Bell, Book and Candle",Witches,D  1450,5
15706863,Belle Epoque,Eccentric Families,D  1418,5
15706863,Belle Epoque,Fathers and Daughters,D  1616,5
15706863,Belle Epoque,Love Triangles,D  1492,5
15706863,Belle Epoque,Sexual Awakening,D  1505,5
15706863,Belle Epoque,Sibling Relationships,D  1624,5
41515,Belle of the Yukon,Cons and Scams,D  1607,5
41515,Belle of the Yukon,Going Straight,D  1475,5
41515,Belle of the Yukon,Love Triangles,D  1492,5
41515,Belle of the Yukon,Romantic Betrayal,D  1386,5
41515,Belle of the Yukon,Taming the West,D  1708,3
1200789,Bells Are Ringing,Assumed Identities,D  1405,5
1200789,Bells Are Ringing,Workplace Romance,D  1621,5
57571,The Bells of St. Mary's,Members of the Clergy,D  2145,5
57571,The Bells of St. Mary's,Orphans,D  1378,5
513057,Beloved,Haunted By the Past,D  1404,9
513057,Beloved,Mothers and Daughters,D  1615,6
513057,Beloved,Sibling Relationships,D  1624,2
192805,Beneath the 12-mile Reef,Feuds,D  3233,5
192805,Beneath the 12-mile Reef,Star-Crossed Lovers,D  1551,5
1221746,Benji,Hostage Situations,D  1576,5
1221746,Benji,Man's Best Friend,D  1495,5
1221746,Benji,Hostage Situations,D  1576,5
1221746,Benji,Man's Best Friend,D  1495,5
8904934,Milk,Fighting the System,D  1503,5
8904934,Milk,On the Campaign Trail,D  1395,5
8904934,Milk,Rise To Power,D  1597,5
1220807,Berkeley in the Sixties,Fighting the System,D  1503,5
1220807,Berkeley in the Sixties,Political Unrest,D  1610,5
1204056,Berkeley Square,Experiments Gone Awry,D  1448,5
1204056,Berkeley Square,Star-Crossed Lovers,D  1551,5
